date of birth,number of people,Date
"1969_04_19",133,1969-04-19
"1969_04_20",202,1969-04-20
"1969_04_21",136,1969-04-21
"1969_04_22",150,1969-04-22
"1969_04_23",138,1969-04-23
"1969_04_24",189,1969-04-24
"1969_04_25",177,1969-04-25
"1969_04_26",141,1969-04-26
"1969_04_27",116,1969-04-27
"1969_04_28",142,1969-04-28
"1969_04_29",151,1969-04-29
"1969_04_30",126,1969-04-30
"1969_05_01",147,1969-05-01
"1969_05_02",144,1969-05-02
"1969_05_03",207,1969-05-03
"1969_05_04",171,1969-05-04
"1969_05_05",297,1969-05-05
"1969_05_06",165,1969-05-06
"1969_05_07",161,1969-05-07
"1969_05_08",153,1969-05-08
"1969_05_09",145,1969-05-09
"1969_05_10",174,1969-05-10
"1969_05_11",143,1969-05-11
"1969_05_12",178,1969-05-12
"1969_05_13",140,1969-05-13
"1969_05_14",146,1969-05-14
"1969_05_15",179,1969-05-15
"1969_05_16",153,1969-05-16
"1969_05_17",152,1969-05-17
"1969_05_18",116,1969-05-18
"1969_05_19",142,1969-05-19
"1969_05_20",177,1969-05-20
"1969_05_21",125,1969-05-21
"1969_05_22",123,1969-05-22
"1969_05_23",137,1969-05-23
"1969_05_24",141,1969-05-24
"1969_05_25",176,1969-05-25
"1969_05_26",149,1969-05-26
"1969_05_27",162,1969-05-27
"1969_05_28",151,1969-05-28
"1969_05_29",143,1969-05-29
"1969_05_30",125,1969-05-30
"1969_05_31",126,1969-05-31
"1969_06_01",171,1969-06-01
"1969_06_02",200,1969-06-02
"1969_06_03",187,1969-06-03
"1969_06_04",202,1969-06-04
"1969_06_05",193,1969-06-05
"1969_06_06",311,1969-06-06
"1969_06_07",167,1969-06-07
"1969_06_08",173,1969-06-08
"1969_06_09",182,1969-06-09
"1969_06_10",220,1969-06-10
"1969_06_11",158,1969-06-11
"1969_06_12",214,1969-06-12
"1969_06_13",149,1969-06-13
"1969_06_14",134,1969-06-14
"1969_06_15",212,1969-06-15
"1969_06_16",222,1969-06-16
"1969_06_17",146,1969-06-17
"1969_06_18",143,1969-06-18
"1969_06_19",131,1969-06-19
"1969_06_20",196,1969-06-20
"1969_06_21",156,1969-06-21
"1969_06_22",127,1969-06-22
"1969_06_23",152,1969-06-23
"1969_06_24",155,1969-06-24
"1969_06_25",187,1969-06-25
"1969_06_26",197,1969-06-26
"1969_06_27",146,1969-06-27
"1969_06_28",151,1969-06-28
"1969_06_29",121,1969-06-29
"1969_06_30",156,1969-06-30
"1969_07_01",142,1969-07-01
"1969_07_02",169,1969-07-02
"1969_07_03",135,1969-07-03
"1969_07_04",140,1969-07-04
"1969_07_05",163,1969-07-05
"1969_07_06",140,1969-07-06
"1969_07_07",224,1969-07-07
"1969_07_08",160,1969-07-08
"1969_07_09",161,1969-07-09
"1969_07_10",177,1969-07-10
"1969_07_11",153,1969-07-11
"1969_07_12",163,1969-07-12
"1969_07_13",134,1969-07-13
"1969_07_14",145,1969-07-14
"1969_07_15",171,1969-07-15
"1969_07_16",153,1969-07-16
"1969_07_17",167,1969-07-17
"1969_07_18",135,1969-07-18
"1969_07_19",143,1969-07-19
"1969_07_20",144,1969-07-20
"1969_07_21",161,1969-07-21
"1969_07_22",142,1969-07-22
"1969_07_23",112,1969-07-23
"1969_07_24",144,1969-07-24
"1969_07_25",133,1969-07-25
"1969_07_26",150,1969-07-26
"1969_07_27",154,1969-07-27
"1969_07_28",144,1969-07-28
"1969_07_29",119,1969-07-29
"1969_07_30",124,1969-07-30
"1969_07_31",120,1969-07-31
"1969_08_01",166,1969-08-01
"1969_08_02",153,1969-08-02
"1969_08_03",152,1969-08-03
"1969_08_04",182,1969-08-04
"1969_08_05",162,1969-08-05
"1969_08_06",161,1969-08-06
"1969_08_07",142,1969-08-07
"1969_08_08",221,1969-08-08
"1969_08_09",168,1969-08-09
"1969_08_10",184,1969-08-10
"1969_08_11",160,1969-08-11
"1969_08_12",200,1969-08-12
"1969_08_13",128,1969-08-13
"1969_08_14",153,1969-08-14
"1969_08_15",206,1969-08-15
"1969_08_16",158,1969-08-16
"1969_08_17",143,1969-08-17
"1969_08_18",166,1969-08-18
"1969_08_19",130,1969-08-19
"1969_08_20",155,1969-08-20
"1969_08_21",145,1969-08-21
"1969_08_22",127,1969-08-22
"1969_08_23",173,1969-08-23
"1969_08_24",149,1969-08-24
"1969_08_25",178,1969-08-25
"1969_08_26",125,1969-08-26
"1969_08_27",151,1969-08-27
"1969_08_28",210,1969-08-28
"1969_08_29",138,1969-08-29
"1969_08_30",165,1969-08-30
"1969_08_31",119,1969-08-31
"1969_09_01",176,1969-09-01
"1969_09_02",172,1969-09-02
"1969_09_03",177,1969-09-03
"1969_09_04",163,1969-09-04
"1969_09_05",190,1969-09-05
"1969_09_06",193,1969-09-06
"1969_09_07",157,1969-09-07
"1969_09_08",165,1969-09-08
"1969_09_09",257,1969-09-09
"1969_09_10",211,1969-09-10
"1969_09_11",174,1969-09-11
"1969_09_12",182,1969-09-12
"1969_09_13",178,1969-09-13
"1969_09_14",194,1969-09-14
"1969_09_15",219,1969-09-15
"1969_09_16",195,1969-09-16
"1969_09_17",171,1969-09-17
"1969_09_18",175,1969-09-18
"1969_09_19",185,1969-09-19
"1969_09_20",201,1969-09-20
"1969_09_21",163,1969-09-21
"1969_09_22",160,1969-09-22
"1969_09_23",221,1969-09-23
"1969_09_24",198,1969-09-24
"1969_09_25",211,1969-09-25
"1969_09_26",200,1969-09-26
"1969_09_27",183,1969-09-27
"1969_09_28",168,1969-09-28
"1969_09_29",215,1969-09-29
"1969_09_30",160,1969-09-30
"1969_10_01",176,1969-10-01
"1969_10_02",154,1969-10-02
"1969_10_03",174,1969-10-03
"1969_10_04",173,1969-10-04
"1969_10_05",164,1969-10-05
"1969_10_06",152,1969-10-06
"1969_10_07",182,1969-10-07
"1969_10_08",153,1969-10-08
"1969_10_09",162,1969-10-09
"1969_10_10",353,1969-10-10
"1969_10_11",148,1969-10-11
"1969_10_12",171,1969-10-12
"1969_10_13",151,1969-10-13
"1969_10_14",146,1969-10-14
"1969_10_15",186,1969-10-15
"1969_10_16",181,1969-10-16
"1969_10_17",148,1969-10-17
"1969_10_18",141,1969-10-18
"1969_10_19",129,1969-10-19
"1969_10_20",162,1969-10-20
"1969_10_21",162,1969-10-21
"1969_10_22",149,1969-10-22
"1969_10_23",178,1969-10-23
"1969_10_24",168,1969-10-24
"1969_10_25",168,1969-10-25
"1969_10_26",148,1969-10-26
"1969_10_27",129,1969-10-27
"1969_10_28",174,1969-10-28
"1969_10_29",158,1969-10-29
"1969_10_30",135,1969-10-30
"1969_10_31",98,1969-10-31
"1969_11_01",167,1969-11-01
"1969_11_02",185,1969-11-02
"1969_11_03",163,1969-11-03
"1969_11_04",176,1969-11-04
"1969_11_05",153,1969-11-05
"1969_11_06",164,1969-11-06
"1969_11_07",146,1969-11-07
"1969_11_08",147,1969-11-08
"1969_11_09",154,1969-11-09
"1969_11_10",176,1969-11-10
"1969_11_11",232,1969-11-11
"1969_11_12",144,1969-11-12
"1969_11_13",140,1969-11-13
"1969_11_14",166,1969-11-14
"1969_11_15",134,1969-11-15
"1969_11_16",157,1969-11-16
"1969_11_17",129,1969-11-17
"1969_11_18",152,1969-11-18
"1969_11_19",134,1969-11-19
"1969_11_20",169,1969-11-20
"1969_11_21",141,1969-11-21
"1969_11_22",165,1969-11-22
"1969_11_23",154,1969-11-23
"1969_11_24",154,1969-11-24
"1969_11_25",179,1969-11-25
"1969_11_26",135,1969-11-26
"1969_11_27",170,1969-11-27
"1969_11_28",167,1969-11-28
"1969_11_29",191,1969-11-29
"1969_11_30",148,1969-11-30
"1969_12_01",204,1969-12-01
"1969_12_02",158,1969-12-02
"1969_12_03",147,1969-12-03
"1969_12_04",166,1969-12-04
"1969_12_05",149,1969-12-05
"1969_12_06",171,1969-12-06
"1969_12_07",139,1969-12-07
"1969_12_08",159,1969-12-08
"1969_12_09",142,1969-12-09
"1969_12_10",149,1969-12-10
"1969_12_11",158,1969-12-11
"1969_12_12",285,1969-12-12
"1969_12_13",158,1969-12-13
"1969_12_14",148,1969-12-14
"1969_12_15",189,1969-12-15
"1969_12_16",210,1969-12-16
"1969_12_17",142,1969-12-17
"1969_12_18",167,1969-12-18
"1969_12_19",156,1969-12-19
"1969_12_20",186,1969-12-20
"1969_12_21",145,1969-12-21
"1969_12_22",172,1969-12-22
"1969_12_23",191,1969-12-23
"1969_12_24",221,1969-12-24
"1969_12_25",301,1969-12-25
"1969_12_26",164,1969-12-26
"1969_12_27",152,1969-12-27
"1969_12_28",167,1969-12-28
"1969_12_29",169,1969-12-29
"1969_12_30",130,1969-12-30
"1969_12_31",141,1969-12-31
"1970_01_01",508,1970-01-01
"1970_01_02",249,1970-01-02
"1970_01_03",206,1970-01-03
"1970_01_04",235,1970-01-04
"1970_01_05",243,1970-01-05
"1970_01_06",189,1970-01-06
"1970_01_07",179,1970-01-07
"1970_01_08",164,1970-01-08
"1970_01_09",139,1970-01-09
"1970_01_10",234,1970-01-10
"1970_01_11",155,1970-01-11
"1970_01_12",184,1970-01-12
"1970_01_13",145,1970-01-13
"1970_01_14",151,1970-01-14
"1970_01_15",199,1970-01-15
"1970_01_16",150,1970-01-16
"1970_01_17",141,1970-01-17
"1970_01_18",143,1970-01-18
"1970_01_19",141,1970-01-19
"1970_01_20",188,1970-01-20
"1970_01_21",152,1970-01-21
"1970_01_22",148,1970-01-22
"1970_01_23",150,1970-01-23
"1970_01_24",126,1970-01-24
"1970_01_25",179,1970-01-25
"1970_01_26",126,1970-01-26
"1970_01_27",149,1970-01-27
"1970_01_28",155,1970-01-28
"1970_01_29",143,1970-01-29
"1970_01_30",126,1970-01-30
"1970_01_31",126,1970-01-31
"1970_02_01",163,1970-02-01
"1970_02_02",398,1970-02-02
"1970_02_03",185,1970-02-03
"1970_02_04",179,1970-02-04
"1970_02_05",204,1970-02-05
"1970_02_06",163,1970-02-06
"1970_02_07",167,1970-02-07
"1970_02_08",159,1970-02-08
"1970_02_09",138,1970-02-09
"1970_02_10",183,1970-02-10
"1970_02_11",151,1970-02-11
"1970_02_12",202,1970-02-12
"1970_02_13",125,1970-02-13
"1970_02_14",159,1970-02-14
"1970_02_15",178,1970-02-15
"1970_02_16",170,1970-02-16
"1970_02_17",137,1970-02-17
"1970_02_18",133,1970-02-18
"1970_02_19",124,1970-02-19
"1970_02_20",186,1970-02-20
"1970_02_21",147,1970-02-21
"1970_02_22",169,1970-02-22
"1970_02_23",152,1970-02-23
"1970_02_24",148,1970-02-24
"1970_02_25",143,1970-02-25
"1970_02_26",136,1970-02-26
"1970_02_27",134,1970-02-27
"1970_02_28",216,1970-02-28
"1970_03_01",167,1970-03-01
"1970_03_02",205,1970-03-02
"1970_03_03",329,1970-03-03
"1970_03_04",200,1970-03-04
"1970_03_05",207,1970-03-05
"1970_03_06",171,1970-03-06
"1970_03_07",191,1970-03-07
"1970_03_08",162,1970-03-08
"1970_03_09",171,1970-03-09
"1970_03_10",216,1970-03-10
"1970_03_11",172,1970-03-11
"1970_03_12",173,1970-03-12
"1970_03_13",204,1970-03-13
"1970_03_14",180,1970-03-14
"1970_03_15",215,1970-03-15
"1970_03_16",166,1970-03-16
"1970_03_17",192,1970-03-17
"1970_03_18",157,1970-03-18
"1970_03_19",147,1970-03-19
"1970_03_20",164,1970-03-20
"1970_03_21",176,1970-03-21
"1970_03_22",135,1970-03-22
"1970_03_23",203,1970-03-23
"1970_03_24",158,1970-03-24
"1970_03_25",192,1970-03-25
"1970_03_26",133,1970-03-26
"1970_03_27",157,1970-03-27
"1970_03_28",163,1970-03-28
"1970_03_29",124,1970-03-29
"1970_03_30",127,1970-03-30
"1970_03_31",108,1970-03-31
"1970_04_01",164,1970-04-01
"1970_04_02",176,1970-04-02
"1970_04_03",167,1970-04-03
"1970_04_04",287,1970-04-04
"1970_04_05",224,1970-04-05
"1970_04_06",194,1970-04-06
"1970_04_07",159,1970-04-07
"1970_04_08",170,1970-04-08
"1970_04_09",153,1970-04-09
"1970_04_10",164,1970-04-10
"1970_04_11",137,1970-04-11
"1970_04_12",195,1970-04-12
"1970_04_13",165,1970-04-13
"1970_04_14",185,1970-04-14
"1970_04_15",195,1970-04-15
"1970_04_16",191,1970-04-16
"1970_04_17",141,1970-04-17
"1970_04_18",146,1970-04-18
"1970_04_19",141,1970-04-19
"1970_04_20",166,1970-04-20
"1970_04_21",136,1970-04-21
"1970_04_22",139,1970-04-22
"1970_04_23",130,1970-04-23
"1970_04_24",191,1970-04-24
"1970_04_25",176,1970-04-25
"1970_04_26",137,1970-04-26
"1970_04_27",141,1970-04-27
"1970_04_28",156,1970-04-28
"1970_04_29",146,1970-04-29
"1970_04_30",104,1970-04-30
"1970_05_01",183,1970-05-01
"1970_05_02",150,1970-05-02
"1970_05_03",176,1970-05-03
"1970_05_04",159,1970-05-04
"1970_05_05",285,1970-05-05
"1970_05_06",212,1970-05-06
"1970_05_07",167,1970-05-07
"1970_05_08",161,1970-05-08
"1970_05_09",133,1970-05-09
"1970_05_10",204,1970-05-10
"1970_05_11",156,1970-05-11
"1970_05_12",179,1970-05-12
"1970_05_13",153,1970-05-13
"1970_05_14",179,1970-05-14
"1970_05_15",206,1970-05-15
"1970_05_16",156,1970-05-16
"1970_05_17",139,1970-05-17
"1970_05_18",169,1970-05-18
"1970_05_19",142,1970-05-19
"1970_05_20",159,1970-05-20
"1970_05_21",155,1970-05-21
"1970_05_22",146,1970-05-22
"1970_05_23",143,1970-05-23
"1970_05_24",139,1970-05-24
"1970_05_25",176,1970-05-25
"1970_05_26",163,1970-05-26
"1970_05_27",118,1970-05-27
"1970_05_28",172,1970-05-28
"1970_05_29",143,1970-05-29
"1970_05_30",125,1970-05-30
"1970_05_31",111,1970-05-31
"1970_06_01",195,1970-06-01
"1970_06_02",194,1970-06-02
"1970_06_03",187,1970-06-03
"1970_06_04",182,1970-06-04
"1970_06_05",202,1970-06-05
"1970_06_06",354,1970-06-06
"1970_06_07",191,1970-06-07
"1970_06_08",175,1970-06-08
"1970_06_09",167,1970-06-09
"1970_06_10",196,1970-06-10
"1970_06_11",185,1970-06-11
"1970_06_12",197,1970-06-12
"1970_06_13",167,1970-06-13
"1970_06_14",190,1970-06-14
"1970_06_15",209,1970-06-15
"1970_06_16",227,1970-06-16
"1970_06_17",157,1970-06-17
"1970_06_18",163,1970-06-18
"1970_06_19",140,1970-06-19
"1970_06_20",173,1970-06-20
"1970_06_21",171,1970-06-21
"1970_06_22",174,1970-06-22
"1970_06_23",161,1970-06-23
"1970_06_24",170,1970-06-24
"1970_06_25",195,1970-06-25
"1970_06_26",185,1970-06-26
"1970_06_27",147,1970-06-27
"1970_06_28",159,1970-06-28
"1970_06_29",140,1970-06-29
"1970_06_30",158,1970-06-30
"1970_07_01",187,1970-07-01
"1970_07_02",132,1970-07-02
"1970_07_03",146,1970-07-03
"1970_07_04",151,1970-07-04
"1970_07_05",168,1970-07-05
"1970_07_06",162,1970-07-06
"1970_07_07",247,1970-07-07
"1970_07_08",128,1970-07-08
"1970_07_09",137,1970-07-09
"1970_07_10",166,1970-07-10
"1970_07_11",160,1970-07-11
"1970_07_12",161,1970-07-12
"1970_07_13",157,1970-07-13
"1970_07_14",145,1970-07-14
"1970_07_15",161,1970-07-15
"1970_07_16",145,1970-07-16
"1970_07_17",149,1970-07-17
"1970_07_18",129,1970-07-18
"1970_07_19",136,1970-07-19
"1970_07_20",170,1970-07-20
"1970_07_21",154,1970-07-21
"1970_07_22",126,1970-07-22
"1970_07_23",135,1970-07-23
"1970_07_24",153,1970-07-24
"1970_07_25",178,1970-07-25
"1970_07_26",126,1970-07-26
"1970_07_27",181,1970-07-27
"1970_07_28",173,1970-07-28
"1970_07_29",125,1970-07-29
"1970_07_30",117,1970-07-30
"1970_07_31",101,1970-07-31
"1970_08_01",157,1970-08-01
"1970_08_02",178,1970-08-02
"1970_08_03",163,1970-08-03
"1970_08_04",164,1970-08-04
"1970_08_05",172,1970-08-05
"1970_08_06",180,1970-08-06
"1970_08_07",163,1970-08-07
"1970_08_08",215,1970-08-08
"1970_08_09",157,1970-08-09
"1970_08_10",194,1970-08-10
"1970_08_11",131,1970-08-11
"1970_08_12",162,1970-08-12
"1970_08_13",136,1970-08-13
"1970_08_14",144,1970-08-14
"1970_08_15",190,1970-08-15
"1970_08_16",176,1970-08-16
"1970_08_17",131,1970-08-17
"1970_08_18",138,1970-08-18
"1970_08_19",131,1970-08-19
"1970_08_20",174,1970-08-20
"1970_08_21",131,1970-08-21
"1970_08_22",123,1970-08-22
"1970_08_23",141,1970-08-23
"1970_08_24",169,1970-08-24
"1970_08_25",168,1970-08-25
"1970_08_26",138,1970-08-26
"1970_08_27",148,1970-08-27
"1970_08_28",218,1970-08-28
"1970_08_29",137,1970-08-29
"1970_08_30",128,1970-08-30
"1970_08_31",98,1970-08-31
"1970_09_01",185,1970-09-01
"1970_09_02",173,1970-09-02
"1970_09_03",175,1970-09-03
"1970_09_04",169,1970-09-04
"1970_09_05",176,1970-09-05
"1970_09_06",178,1970-09-06
"1970_09_07",184,1970-09-07
"1970_09_08",212,1970-09-08
"1970_09_09",252,1970-09-09
"1970_09_10",199,1970-09-10
"1970_09_11",191,1970-09-11
"1970_09_12",203,1970-09-12
"1970_09_13",159,1970-09-13
"1970_09_14",180,1970-09-14
"1970_09_15",225,1970-09-15
"1970_09_16",189,1970-09-16
"1970_09_17",183,1970-09-17
"1970_09_18",169,1970-09-18
"1970_09_19",170,1970-09-19
"1970_09_20",194,1970-09-20
"1970_09_21",171,1970-09-21
"1970_09_22",181,1970-09-22
"1970_09_23",202,1970-09-23
"1970_09_24",170,1970-09-24
"1970_09_25",184,1970-09-25
"1970_09_26",184,1970-09-26
"1970_09_27",152,1970-09-27
"1970_09_28",180,1970-09-28
"1970_09_29",192,1970-09-29
"1970_09_30",166,1970-09-30
"1970_10_01",159,1970-10-01
"1970_10_02",150,1970-10-02
"1970_10_03",180,1970-10-03
"1970_10_04",171,1970-10-04
"1970_10_05",161,1970-10-05
"1970_10_06",157,1970-10-06
"1970_10_07",163,1970-10-07
"1970_10_08",160,1970-10-08
"1970_10_09",148,1970-10-09
"1970_10_10",339,1970-10-10
"1970_10_11",171,1970-10-11
"1970_10_12",145,1970-10-12
"1970_10_13",140,1970-10-13
"1970_10_14",128,1970-10-14
"1970_10_15",163,1970-10-15
"1970_10_16",133,1970-10-16
"1970_10_17",131,1970-10-17
"1970_10_18",153,1970-10-18
"1970_10_19",126,1970-10-19
"1970_10_20",210,1970-10-20
"1970_10_21",123,1970-10-21
"1970_10_22",112,1970-10-22
"1970_10_23",167,1970-10-23
"1970_10_24",165,1970-10-24
"1970_10_25",167,1970-10-25
"1970_10_26",153,1970-10-26
"1970_10_27",136,1970-10-27
"1970_10_28",134,1970-10-28
"1970_10_29",153,1970-10-29
"1970_10_30",146,1970-10-30
"1970_10_31",111,1970-10-31
"1970_11_01",154,1970-11-01
"1970_11_02",164,1970-11-02
"1970_11_03",154,1970-11-03
"1970_11_04",135,1970-11-04
"1970_11_05",145,1970-11-05
"1970_11_06",147,1970-11-06
"1970_11_07",133,1970-11-07
"1970_11_08",134,1970-11-08
"1970_11_09",146,1970-11-09
"1970_11_10",189,1970-11-10
"1970_11_11",210,1970-11-11
"1970_11_12",184,1970-11-12
"1970_11_13",139,1970-11-13
"1970_11_14",131,1970-11-14
"1970_11_15",174,1970-11-15
"1970_11_16",136,1970-11-16
"1970_11_17",124,1970-11-17
"1970_11_18",137,1970-11-18
"1970_11_19",129,1970-11-19
"1970_11_20",166,1970-11-20
"1970_11_21",123,1970-11-21
"1970_11_22",157,1970-11-22
"1970_11_23",168,1970-11-23
"1970_11_24",176,1970-11-24
"1970_11_25",162,1970-11-25
"1970_11_26",148,1970-11-26
"1970_11_27",135,1970-11-27
"1970_11_28",158,1970-11-28
"1970_11_29",145,1970-11-29
"1970_11_30",137,1970-11-30
"1970_12_01",169,1970-12-01
"1970_12_02",152,1970-12-02
"1970_12_03",164,1970-12-03
"1970_12_04",181,1970-12-04
"1970_12_05",161,1970-12-05
"1970_12_06",151,1970-12-06
"1970_12_07",148,1970-12-07
"1970_12_08",144,1970-12-08
"1970_12_09",137,1970-12-09
"1970_12_10",168,1970-12-10
"1970_12_11",145,1970-12-11
"1970_12_12",265,1970-12-12
"1970_12_13",142,1970-12-13
"1970_12_14",145,1970-12-14
"1970_12_15",166,1970-12-15
"1970_12_16",219,1970-12-16
"1970_12_17",161,1970-12-17
"1970_12_18",160,1970-12-18
"1970_12_19",124,1970-12-19
"1970_12_20",184,1970-12-20
"1970_12_21",133,1970-12-21
"1970_12_22",153,1970-12-22
"1970_12_23",175,1970-12-23
"1970_12_24",202,1970-12-24
"1970_12_25",292,1970-12-25
"1970_12_26",188,1970-12-26
"1970_12_27",131,1970-12-27
"1970_12_28",173,1970-12-28
"1970_12_29",142,1970-12-29
"1970_12_30",136,1970-12-30
"1970_12_31",135,1970-12-31
"1971_01_01",387,1971-01-01
"1971_01_02",183,1971-01-02
"1971_01_03",161,1971-01-03
"1971_01_04",156,1971-01-04
"1971_01_05",195,1971-01-05
"1971_01_06",168,1971-01-06
"1971_01_07",155,1971-01-07
"1971_01_08",143,1971-01-08
"1971_01_09",141,1971-01-09
"1971_01_10",151,1971-01-10
"1971_01_11",142,1971-01-11
"1971_01_12",160,1971-01-12
"1971_01_13",136,1971-01-13
"1971_01_14",146,1971-01-14
"1971_01_15",175,1971-01-15
"1971_01_16",144,1971-01-16
"1971_01_17",125,1971-01-17
"1971_01_18",130,1971-01-18
"1971_01_19",119,1971-01-19
"1971_01_20",114,1971-01-20
"1971_01_21",154,1971-01-21
"1971_01_22",135,1971-01-22
"1971_01_23",124,1971-01-23
"1971_01_24",122,1971-01-24
"1971_01_25",137,1971-01-25
"1971_01_26",122,1971-01-26
"1971_01_27",130,1971-01-27
"1971_01_28",127,1971-01-28
"1971_01_29",125,1971-01-29
"1971_01_30",109,1971-01-30
"1971_01_31",95,1971-01-31
"1971_02_01",145,1971-02-01
"1971_02_02",227,1971-02-02
"1971_02_03",162,1971-02-03
"1971_02_04",146,1971-02-04
"1971_02_05",161,1971-02-05
"1971_02_06",139,1971-02-06
"1971_02_07",124,1971-02-07
"1971_02_08",156,1971-02-08
"1971_02_09",149,1971-02-09
"1971_02_10",153,1971-02-10
"1971_02_11",128,1971-02-11
"1971_02_12",158,1971-02-12
"1971_02_13",124,1971-02-13
"1971_02_14",156,1971-02-14
"1971_02_15",142,1971-02-15
"1971_02_16",145,1971-02-16
"1971_02_17",124,1971-02-17
"1971_02_18",136,1971-02-18
"1971_02_19",122,1971-02-19
"1971_02_20",134,1971-02-20
"1971_02_21",114,1971-02-21
"1971_02_22",136,1971-02-22
"1971_02_23",131,1971-02-23
"1971_02_24",116,1971-02-24
"1971_02_25",127,1971-02-25
"1971_02_26",131,1971-02-26
"1971_02_27",121,1971-02-27
"1971_02_28",198,1971-02-28
"1971_03_01",163,1971-03-01
"1971_03_02",157,1971-03-02
"1971_03_03",243,1971-03-03
"1971_03_04",174,1971-03-04
"1971_03_05",177,1971-03-05
"1971_03_06",148,1971-03-06
"1971_03_07",141,1971-03-07
"1971_03_08",142,1971-03-08
"1971_03_09",136,1971-03-09
"1971_03_10",171,1971-03-10
"1971_03_11",129,1971-03-11
"1971_03_12",146,1971-03-12
"1971_03_13",160,1971-03-13
"1971_03_14",149,1971-03-14
"1971_03_15",172,1971-03-15
"1971_03_16",134,1971-03-16
"1971_03_17",131,1971-03-17
"1971_03_18",116,1971-03-18
"1971_03_19",122,1971-03-19
"1971_03_20",133,1971-03-20
"1971_03_21",131,1971-03-21
"1971_03_22",142,1971-03-22
"1971_03_23",191,1971-03-23
"1971_03_24",132,1971-03-24
"1971_03_25",148,1971-03-25
"1971_03_26",130,1971-03-26
"1971_03_27",141,1971-03-27
"1971_03_28",146,1971-03-28
"1971_03_29",124,1971-03-29
"1971_03_30",111,1971-03-30
"1971_03_31",106,1971-03-31
"1971_04_01",160,1971-04-01
"1971_04_02",158,1971-04-02
"1971_04_03",139,1971-04-03
"1971_04_04",213,1971-04-04
"1971_04_05",163,1971-04-05
"1971_04_06",162,1971-04-06
"1971_04_07",134,1971-04-07
"1971_04_08",141,1971-04-08
"1971_04_09",141,1971-04-09
"1971_04_10",146,1971-04-10
"1971_04_11",126,1971-04-11
"1971_04_12",157,1971-04-12
"1971_04_13",132,1971-04-13
"1971_04_14",160,1971-04-14
"1971_04_15",166,1971-04-15
"1971_04_16",141,1971-04-16
"1971_04_17",155,1971-04-17
"1971_04_18",119,1971-04-18
"1971_04_19",131,1971-04-19
"1971_04_20",154,1971-04-20
"1971_04_21",136,1971-04-21
"1971_04_22",116,1971-04-22
"1971_04_23",124,1971-04-23
"1971_04_24",122,1971-04-24
"1971_04_25",158,1971-04-25
"1971_04_26",130,1971-04-26
"1971_04_27",133,1971-04-27
"1971_04_28",138,1971-04-28
"1971_04_29",134,1971-04-29
"1971_04_30",106,1971-04-30
"1971_05_01",145,1971-05-01
"1971_05_02",142,1971-05-02
"1971_05_03",131,1971-05-03
"1971_05_04",151,1971-05-04
"1971_05_05",187,1971-05-05
"1971_05_06",156,1971-05-06
"1971_05_07",140,1971-05-07
"1971_05_08",128,1971-05-08
"1971_05_09",119,1971-05-09
"1971_05_10",174,1971-05-10
"1971_05_11",124,1971-05-11
"1971_05_12",136,1971-05-12
"1971_05_13",140,1971-05-13
"1971_05_14",119,1971-05-14
"1971_05_15",172,1971-05-15
"1971_05_16",127,1971-05-16
"1971_05_17",119,1971-05-17
"1971_05_18",139,1971-05-18
"1971_05_19",105,1971-05-19
"1971_05_20",130,1971-05-20
"1971_05_21",148,1971-05-21
"1971_05_22",115,1971-05-22
"1971_05_23",119,1971-05-23
"1971_05_24",152,1971-05-24
"1971_05_25",139,1971-05-25
"1971_05_26",135,1971-05-26
"1971_05_27",126,1971-05-27
"1971_05_28",123,1971-05-28
"1971_05_29",109,1971-05-29
"1971_05_30",102,1971-05-30
"1971_05_31",117,1971-05-31
"1971_06_01",143,1971-06-01
"1971_06_02",144,1971-06-02
"1971_06_03",157,1971-06-03
"1971_06_04",149,1971-06-04
"1971_06_05",151,1971-06-05
"1971_06_06",254,1971-06-06
"1971_06_07",145,1971-06-07
"1971_06_08",136,1971-06-08
"1971_06_09",134,1971-06-09
"1971_06_10",190,1971-06-10
"1971_06_11",148,1971-06-11
"1971_06_12",162,1971-06-12
"1971_06_13",131,1971-06-13
"1971_06_14",125,1971-06-14
"1971_06_15",171,1971-06-15
"1971_06_16",182,1971-06-16
"1971_06_17",143,1971-06-17
"1971_06_18",136,1971-06-18
"1971_06_19",124,1971-06-19
"1971_06_20",155,1971-06-20
"1971_06_21",146,1971-06-21
"1971_06_22",172,1971-06-22
"1971_06_23",134,1971-06-23
"1971_06_24",125,1971-06-24
"1971_06_25",154,1971-06-25
"1971_06_26",146,1971-06-26
"1971_06_27",116,1971-06-27
"1971_06_28",147,1971-06-28
"1971_06_29",125,1971-06-29
"1971_06_30",125,1971-06-30
"1971_07_01",145,1971-07-01
"1971_07_02",125,1971-07-02
"1971_07_03",138,1971-07-03
"1971_07_04",122,1971-07-04
"1971_07_05",128,1971-07-05
"1971_07_06",130,1971-07-06
"1971_07_07",161,1971-07-07
"1971_07_08",113,1971-07-08
"1971_07_09",121,1971-07-09
"1971_07_10",129,1971-07-10
"1971_07_11",104,1971-07-11
"1971_07_12",138,1971-07-12
"1971_07_13",138,1971-07-13
"1971_07_14",130,1971-07-14
"1971_07_15",147,1971-07-15
"1971_07_16",127,1971-07-16
"1971_07_17",149,1971-07-17
"1971_07_18",112,1971-07-18
"1971_07_19",104,1971-07-19
